Ticker,Rank,Model,RMSE,R²,MAE,Params_Count,Adj_R²,Parameters
MSFT,1,Damped Sinusoidal,0.008918876503703196,0.2838596863372246,0.006416439688425797,4,0.28156620254647113,1.91702514e-02|4.45520863e-08|8.80198834e-09|2.10940937e-05
MSFT,2,Sigmoid,0.008919761811938483,0.2837175078053348,0.006407947078533252,4,0.28142356867901086,2.82418267e-02|1.22655946e-07|2.47610954e+06|-1.22867667e-02
MSFT,3,Cubic,0.008922608805393119,0.28326019133158487,0.006415991036985008,4,0.2809647876208774,-2.21189416e-25|1.11843963e-18|7.38679165e-10|-1.08455350e-04
MSFT,4,Gaussian,0.00892522467401701,0.28283987210599293,0.006421714752914192,4,0.28054312229688483,-3.37918306e-02|-2.78318284e+07|2.68040891e+07|1.96621629e-02
MSFT,5,Regime Mixture,0.00892666077011735,0.2826090669983302,0.006419786813056969,3,0.28088732875912614,7.44293569e-10|-2.29528618e-25|-1.10515407e-05
MSFT,6,Hyperbolic Tangent,0.00893207238531753,0.28173899462859864,0.006421399124707265,3,0.28001516821570727,1.42213040e-02|6.00571725e-08|4.08722804e-05
MSFT,7,Weibull,0.008933931396312966,0.2814399836038989,0.006421369348388754,4,0.27913875056500026,1.49466110e-02|1.38206180e+07|1.05422374e+00|5.50537064e-05
MSFT,8,Exponential Decay,0.008934382377819888,0.2813674364924923,0.006423490338599829,3,0.27964271834007437,1.54936579e-02|6.67823979e-08|6.24857758e-05
MSFT,9,Arctangent,0.008936951638346883,0.2809540627014876,0.006422087033675394,3,0.2792283524519712,1.14863790e-02|7.81353841e-08|5.33733262e-05
MSFT,10,Power Law,0.008965213488800685,0.27639910892707753,0.006458515480004047,3,0.2746624667885025,2.96668071e-07|6.24257267e-01|1.02076349e-04
MSFT,11,Square Root,0.008987690279492155,0.272766264286476,0.006497293270466282,2,0.271603620424424,2.21065508e-06|1.43348373e-04
MSFT,12,Piecewise Linear,0.00901866631404915,0.2677448102944958,0.00648296713610756,4,0.2653997176132933,5.28845167e-10|1.23844945e-03|3.55862595e-10|-2.11788630e-03
MSFT,13,Quadratic,0.009099332145988077,0.2545871806814537,0.006504369150960278,3,0.2527981899150892,2.97531042e-18|5.65121123e-10|-2.54547649e-04
MSFT,14,Linear,0.009129285407112673,0.2496715905112078,0.006522904971599592,2,0.2484720247086678,5.62484699e-10|6.24039535e-06
MSFT,15,Rational,0.009364932250799134,0.2104364318804458,0.006830665546272798,4,0.20790780556140798,6.11598823e-11|6.05818178e-03|-2.18129558e-08|1.46257203e+00
MSFT,16,Log-Quadratic,0.009425286290608592,0.200226660968296,0.006852444731406534,4,0.19766533722439938,1.81437248e-18|3.11175855e-04|8.80747327e-05|0.00000000e+00
MSFT,17,Logarithmic,0.00943605714534749,0.19839771610539902,0.006848797452541199,2,0.19711617768190648,3.11891149e-04|2.47669024e-04
MSFT,18,Inverse,0.010539283795124059,-4.461807123767869e-08,0.00747185831084179,3,-0.0024000447251546486,4.73958253e-03|-7.84327609e+05|1.95317001e-10
